181	1.258	1
174	0.593	1
168	0.787	1
138	0.557	1
112	1.282	1
119	0.141	1
114	0.732	1
104	0.465	1
97	0.871	1
147	0.178	1
167	0.447	1
179	0.455	1
136	0.26	1
155	0.24	1
80	1.292	1
199	1.394	1
167	0.165	1
145	0.637	1
115	0.245	1
145	0.235	1
111	0.141	1
195	0.328	1
156	0.23	1
121	0.127	1
162	0.364	1
125	0.536	1
144	0.335	1
158	0.257	1
129	0.439	1
142	0.128	1
169	0.268	1
125	0.565	1
168	0.905	1
115	0.261	1
164	0.148	1
93	0.674	1
129	0.441	1
187	0.826	1
173	0.97	1
97	0.378	1
149	0.349	1
130	0.323	1
120	0.259	1
174	0.646	1
102	0.293	1
120	0.785	1
140	0.734	1
147	0.358	1
187	0.408	1
162	0.178	1
136	1.182	1
181	0.222	1
154	0.443	1
128	1.057	1
123	0.258	1
190	0.278	1
170	0.403	1
126	0.349	1
85	0.351	0
89	0.167	0
116	0.201	0
115	0.134	0
110	0.191	0
139	1.441	0
103	0.183	0
126	0.704	0
99	0.388	0
97	0.487	0
145	0.245	0
117	0.337	0
109	0.546	0
88	0.267	0
92	0.188	0
122	0.512	0
103	0.966	0
138	0.42	0
180	0.271	0
133	0.696	0
106	0.235	0
159	0.294	0
146	0.564	0
71	0.586	0
105	0.305	0
103	0.491	0
101	0.526	0
88	0.342	0
150	0.718	0
73	0.248	0
100	0.962	0
146	1.781	0
105	0.173	0
84	0.304	0
44	0.587	0
141	0.699	0
99	0.203	0
109	0.845	0
95	0.334	0
146	0.189	0
139	0.411	0
129	0.231	0
79	0.396	0
0	0.14	0
62	0.391	0
95	0.37	0
112	0.307	0
113	0.14	0
74	0.102	0
83	0.767	0
101	0.237	0
110	0.698	0
106	0.178	0
100	0.324	0
107	0.165	0
80	0.258	0
123	0.443	0
81	0.261	0
142	0.761	0
144	0.255	0
92	0.13	0
71	0.323	0
93	0.356	0
151	0.179	0
125	0.262	0
81	0.283	0
85	0.93	0
126	0.801	0
96	0.207	0
144	0.287	0
83	0.336	0
89	0.192	0
76	0.391	0
78	0.654	0
97	0.443	0
99	0.223	0
111	0.26	0
107	0.404	0
132	0.186	0
120	0.452	0
118	0.261	0
84	0.457	0
96	0.647	0
125	0.088	0
100	0.597	0
93	0.532	0
129	0.703	0
105	0.159	0
128	0.268	0
106	0.286	0
108	0.318	0
154	0.237	0
102	0.572	0
57	0.096	0
106	1.4	0
147	0.218	0
90	0.085	0
136	0.399	0
114	0.432	0
153	0.687	0
99	0.637	0
109	0.833	0
88	0.229	0
151	0.294	0
102	0.204	0
114	0.167	0
100	0.368	0
148	0.256	0
120	0.709	0
110	0.471	0
111	0.495	0
87	0.773	0
79	0.678	0
75	0.37	0
85	0.382	0
143	0.19	0
87	0.084	0
119	0.725	0
0	0.299	0
73	0.268	0
141	0.244	0
111	0.142	0
123	0.374	0
85	0.136	0
105	0.187	0
113	0.874	0
138	0.236	0
108	0.787	0
99	0.235	0
103	0.324	0
111	0.407	0
96	0.289	0
81	0.29	0
147	0.375	0
179	0.164	0
125	0.464	0
119	0.209	0
142	0.687	0
100	0.666	0
87	0.101	0
101	0.198	0
197	2.329	0
117	0.089	0
79	0.583	0
122	0.394	0
74	0.293	0
104	0.582	0
91	0.192	0
91	0.446	0
146	0.329	0
122	0.258	0
165	0.427	0
124	0.282	0
111	0.143	0
106	0.38	0
129	0.284	0
90	0.249	0
86	0.238	0
111	0.557	0
114	0.092	0
193	0.655	0
191	0.299	0
95	0.612	0
142	0.2	0
96	0.997	0
128	1.101	0
102	0.078	0
108	0.128	0
122	0.254	0
71	0.422	0
106	0.251	0
100	0.677	0
104	0.454	0
114	0.744	0
108	0.881	0
129	0.28	0
133	0.262	0
136	0.647	0
155	0.619	0
96	0.34	0
108	0.263	0
78	0.434	0
161	0.254	0
151	0.692	0
126	0.52	0
112	0.84	0
77	0.156	0
150	0.207	0
120	0.215	0
137	0.143	0
80	0.313	0
106	0.605	0
113	0.626	0
112	0.315	0
99	0.284	0
115	0.15	0
129	0.527	0
112	0.148	0
157	0.123	0
179	0.2	0
105	0.122	0
118	1.476	0
87	0.166	0
106	0.137	0
95	0.26	0
165	0.259	0
117	0.932	0
130	0.472	0
95	0.673	0
0	0.389	0
122	0.29	0
95	0.485	0
126	0.349	0
139	0.654	0
116	0.187	0
99	0.279	0
92	0.237	0
137	0.252	0
61	0.243	0
90	0.58	0
90	0.559	0
88	0.378	0
158	0.207	0
103	0.305	0
147	0.385	0
99	0.499	0
101	0.252	0
81	0.306	0
118	1.731	0
84	0.545	0
105	0.225	0
122	0.816	0
98	0.299	0
87	0.509	0
93	1.021	0
107	0.821	0
105	0.236	0
109	0.947	0
90	1.268	0
125	0.221	0
119	0.205	0
100	0.949	0
100	0.444	0
131	0.389	0
116	0.463	0
127	1.6	0
96	0.944	0
82	0.389	0
137	0.151	0
72	0.28	0
123	0.52	0
101	0.336	0
102	0.674	0
112	0.528	0
143	1.076	0
143	0.256	0
97	1.095	0
83	0.624	0
119	0.507	0
94	0.561	0
102	0.496	0
115	0.421	0
94	0.256	0
135	0.284	0
99	0.108	0
89	0.551	0
80	0.527	0
139	0.167	0
90	1.138	0
140	0.244	0
147	0.434	0
97	0.147	0
107	0.727	0
83	0.497	0
117	0.23	0
100	0.658	0
95	0.33	0
120	0.285	0
82	0.415	0
91	0.381	0
119	0.832	0
100	0.498	0
135	0.687	0
86	0.364	0
134	0.46	0
120	0.733	0
71	0.416	0
74	0.705	0
88	0.258	0
115	1.022	0
124	0.452	0
74	0.269	0
97	0.6	0
154	0.571	0
144	0.607	0
137	0.17	0
119	0.259	0
136	0.21	0
114	0.126	0
137	0.231	0
114	0.466	0
126	0.162	0
132	0.419	0
123	0.197	0
85	0.306	0
84	0.233	0
139	0.536	0
173	1.159	0
99	0.294	0
194	0.551	0
83	0.629	0
89	0.292	0
99	0.145	0
80	0.174	0
166	0.304	0
110	0.292	0
81	0.547	0
154	0.839	0
117	0.313	0
84	0.267	0
94	0.738	0
96	0.238	0
75	0.263	0
130	0.692	0
84	0.968	0
120	0.409	0
139	0.207	0
91	0.2	0
91	0.525	0
99	0.154	0
125	0.304	0
76	0.18	0
129	0.582	0
68	0.187	0
124	0.305	0
114	0.189	0
125	0.151	0
87	0.444	0
97	0.299	0
116	0.107	0
117	0.493	0
111	0.66	0
122	0.717	0
107	0.686	0
86	0.917	0
91	0.501	0
77	1.251	0
105	0.197	0
57	0.735	0
127	0.804	0
84	0.159	0
88	0.365	0
131	0.16	0
164	0.341	0
189	0.68	0
116	0.204	0
84	0.591	0
114	0.247	0
88	0.422	0
84	0.471	0
124	0.161	0
97	0.218	0
110	0.237	0
103	0.126	0
85	0.3	0
87	0.401	0
99	0.497	0
91	0.601	0
95	0.748	0
99	0.412	0
92	0.085	0
154	0.338	0
78	0.27	0
130	0.268	0
111	0.43	0
98	0.198	0
143	0.892	0
119	0.28	0
108	0.813	0
133	0.245	0
109	0.206	0
121	0.259	0
100	0.19	0
93	0.417	0
103	0.249	0
73	0.342	0
112	0.175	0
82	1.699	0
123	0.733	0
67	0.194	0
89	0.559	0
109	0.407	0
108	0.4	0
96	0.19	0
124	0.1	0
124	0.514	0
92	0.482	0
152	0.27	0
111	0.138	0
106	0.292	0
105	0.878	0
106	0.207	0
117	0.157	0
68	0.257	0
112	0.246	0
92	1.698	0
183	1.461	0
94	0.347	0
108	0.158	0
90	0.362	0
125	0.206	0
132	0.393	0
128	0.144	0
94	0.148	0
102	0.238	0
111	0.343	0
128	0.115	0
92	0.167	0
104	0.153	0
94	0.649	0
100	0.149	0
102	0.695	0
128	0.303	0
90	0.61	0
103	0.73	0
157	0.134	0
107	0.133	0
91	0.234	0
117	0.466	0
123	0.269	0
120	0.455	0
106	0.142	0
101	0.155	0
120	1.162	0
127	0.19	0
162	0.182	0
112	0.217	0
98	0.43	0
154	0.164	0
165	0.631	0
99	0.551	0
68	0.285	0
123	0.88	0
91	0.587	0
93	0.263	0
101	0.614	0
56	0.332	0
95	0.366	0
136	0.64	0
129	0.591	0
130	0.314	0
107	0.181	0
140	0.828	0
107	0.856	0
121	0.886	0
90	0.191	0
99	0.253	0
127	0.598	0
118	0.904	0
122	0.483	0
129	0.304	0
110	0.118	0
80	0.177	0
127	0.176	0
158	0.295	0
126	0.439	0
134	0.352	0
102	0.121	0
94	0.595	0
108	0.415	0
83	0.317	0
114	0.289	0
117	0.251	0
111	0.265	0
112	0.236	0
116	0.496	0
141	0.433	0
175	0.326	0
92	0.141	0
106	0.426	0
105	0.56	0
95	0.284	0
126	0.515	0
65	0.6	0
99	0.453	0
102	0.4	0
109	0.219	0
153	1.174	0
100	0.488	0
81	1.096	0
121	0.261	0
108	0.223	0
137	0.391	0
106	0.197	0
88	0.766	0
89	0.142	0
101	0.171	0
122	0.34	0
121	0.245	0
93	0.315	0
